Locality,Type,Price,Rooms,Living area(m2),Plot(m2),Installed Kitchen,Furnished,Fireplace,Terrace,Terrace Surface(m2),Garden,Garden Surface(m2),No.Facades,Swimming Pool,Condition,Construction Year,Energy Label
Stekene,House,995000€,3,288,2063,,,,1,,,,4,,As new,1991,C
Serskamp,House,169000€,3,122,245,,,,1,,1,93,2,,To be done up,,D
Huy,House,85000€,2,50,125,,0,,1,5,,,3,0,,,G
Wavre,House,385000€,2,100,1000,1,,,,,1,900,4,,Good,,F
Nieuwerkerken,House,285000€,3,155,911,,,,,,1,736,3,,As new,1936,E
Putte,House,489000€,3,134,577,,,,1,,,,3,,Good,2023,Not specified
Bredene,House,495000€,4,294,227,,,,1,34,1,172,4,,As new,,A
Huy,House,299000€,5,406,2292,0,0,,1,,1,1971,3,0,To be done up,1875,E
Lede,House,289000€,3,116,526,1,0,,1,,,,3,0,To be done up,1950,F
Begijnendijk,House,460000€,4,155,405,,,,1,,,,3,,As new,2023,A+
Libin,House,215000€,3,180,60,1,0,,1,,1,50,3,0,Good,1918,E
Sint-truiden,House,275416€,4,183,150,1,,,,,,,,,Good,2024,Not specified
Farciennes,House,179000€,3,208,425,,,1,1,25,1,425,4,,To restore,,F
Putte,House,715000€,3,278,1579,0,,,,,,,,,,1995,C
Antwerpen,House,895000€,5,182,67,,,,1,11,1,14,2,,Good,,Not specified
Ixelles,Exceptional-property,2900000€,6,465,1296,0,0,1,,,,,4,0,As new,1950,G
Beerzel,House,210000€,3,186,340,,,,,,,,3,,Good,2019,B
Borgloon,Mansion,419000€,6,345,337,0,,,,,,,2,,To be done up,,F
Kapellen,Villa,2490000€,6,830,11500,0,0,1,1,150,,,4,0,As new,1970,A
Ekeren,House,445000€,4,198,328,1,,1,1,2,,,3,,,1962,F
Sint-truiden,House,218000€,2,156,380,0,,,,,,,2,,To renovate,1952,C
Oostende,House,430000€,3,178,156,,,,1,,,,2,,As new,2016,A+
Eghezee,Mixed-use-building,350000€,5,290,2490,1,0,,,,1,1500,4,0,To renovate,1900,D
Noiseux,House,125000€,2,82,566,,,,1,,,,4,,,,F
Meerhout,House,324000€,3,152,270,1,,,1,15,,,3,,,2022,Not specified
Seraing,House,299500€,3,124,290,,0,,,,,,3,0,,,C
Mechelen,Villa,1650000€,4,412,1303,1,,1,1,25,1,550,4,,Just renovated,,C
Diepenbeek,House,388725€,3,175,380,,,,,,,,3,,,,Not specified
Herstal-milmort,House,249900€,4,230,350,1,0,,1,108,1,150,2,0,Good,,C
Schoten,House,850000€,4,254,1450,,,,1,,,,4,,,1992,B
Bachte-maria-leerne,House,609987€,4,219,1248,1,,,,,,,,,Good,2024,A
Auderghem,Apartment-block,985000€,6,295,360,,0,,,,1,190,2,0,,1963,E
Uccle,Villa,1295000€,5,270,700,0,,1,,,,,4,,To be done up,1950,G
Moeskroen,House,330000€,3,141,141,,,,,,1,368,,,Good,,A+
Roeselare,House,329000€,3,101,165,0,0,,1,16,1,75,2,0,Good,2018,A
Maaseik,House,169000€,4,161,169,,,,1,,,,2,,To renovate,1937,F
Maarkedal,House,375000€,3,152,878,,,,1,,,,3,,,1958,D
Herselt-ramsel,House,476000€,3,210,495,1,,,1,,,,3,,Good,2023,A
Halanzy,House,185000€,3,110,67,0,,,,,,,,,To renovate,1955,C
Pont-a-celles,House,295000€,4,225,600,,0,,1,60,1,600,3,0,Good,,C
Hoboken,House,325000€,3,150,204,1,,,1,,1,47,2,,Good,1966,D
Bruxelles,House,750000€,,,,1,,,,,,,2,,As new,1958,Not specified
Grimbergen,House,275000€,2,101,96,1,,,1,12,1,20,2,,Good,1960,D
Zwijndrecht,House,365000€,4,242,266,,,,1,,,,,,Good,1966,C
Oudenaarde,Mixed-use-building,1295000€,12,1000,570,1,1,,1,,,,,1,Good,,B
Antwerpen,Mansion,1895000€,6,531,207,,,,,,1,80,2,,As new,1897,B
De-haan,Bungalow,249000€,3,74,170,1,,,,,,,,,Good,2004,F
Flemalle,House,175000€,3,138,338,1,0,,1,50,1,138,2,0,Good,,E
Aarsele,House,358000€,3,128,277,,,,,,1,180,3,,As new,2022,A
Hastiere,House,140000€,2,51,1200,,,1,1,55,1,1200,4,,Good,,G
Putte,House,380000€,3,176,395,0,,,,,,,,,,,D
Wezembeek-oppem,Villa,930000€,4,334,875,0,0,,1,40,1,400,4,0,To be done up,1958,C
Tielt-winge,House,949000€,3,516,3779,,,,1,,,,4,,As new,1948,C
Hasselt,House,499000€,4,228,540,,,,,,1,433,3,,Good,2002,B
Huy,House,259000€,2,165,240,1,,,1,22,1,127,3,,Good,1918,F
Ciney,House,219000€,2,100,160,,,,1,28,1,160,2,,Just renovated,,C
Neupre-plainevaux,House,425000€,4,220,770,1,0,,1,30,1,425,4,0,Just renovated,,C
Londerzeel,House,625000€,5,301,1865,0,0,,1,,1,1000,4,0,Good,1967,D
Zemst,House,363000€,3,130,175,1,,,1,15,1,78,3,,As new,2001,B
Bertem,House,779900€,7,195,572,0,,,1,32,1,380,3,,,2024,A++
Huy,House,299000€,4,194,576,0,,,1,8,1,186,3,,Good,1958,D
Oudenaarde,House,269000€,3,136,768,1,0,,1,,1,690,4,0,To renovate,1959,F
Uccle,Mixed-use-building,890000€,,,,,,,,,,,2,,To renovate,,Not specified
Marke,House,,,,,,,,,,,,,,,,
Kapellen,House,350000€,3,,190,,0,,1,,,,3,0,Good,1978,F
Kuurne,House,249000€,3,275,110,,,,,,,,2,,Good,1946,E
Goutroux,House,229999€,4,240,300,1,0,,1,,1,288,3,0,Good,1940,F
Schaerbeek,Mansion,589000€,4,192,84,0,,1,1,15,1,20,2,,As new,,E
Jumet,House,139000€,3,104,,0,,,,,,,2,,To be done up,,F
Lotenhulle,Villa,449000€,2,144,1298,,,,1,,,,4,,To be done up,1978,D
Mettet,Villa,385000€,4,168,1085,1,0,,1,,,,3,0,,2009,C
Duffel,House,315000€,3,105,105,0,1,,1,12,1,52,2,1,Just renovated,,C
Frameries,Apartment-block,160000€,3,160,500,,,,1,,,,2,,To be done up,,D
Brugge,House,209000€,2,95,48,,,,,,,,4,,To renovate,1950,E
Meerhout,House,321000€,3,139,264,1,,,1,15,,,3,,,2022,Not specified
Jette,Mixed-use-building,590000€,5,266,85,,,,,,,,,,,1933,Not specified
Hamme,House,339500€,3,120,180,1,,,,,,,2,,Just renovated,2010,B
Turnhout,House,299000€,3,143,179,,0,,1,,,,3,0,As new,1966,B
Antwerpen,Apartment-block,800000€,4,600,160,1,,,,,,,2,,Just renovated,,A
Scheldewindeke,House,585000€,4,256,590,1,,,1,18,,,2,,Good,2024,A+
Herstal,House,115000€,2,89,120,0,0,1,1,5,1,25,2,0,To renovate,1918,G
Kapellen,Villa,850000€,2,211,1350,0,,,1,,1,1000,4,,As new,1997,C
Hoogstraten,House,499000€,4,270,896,,,,,,,,3,,As new,1977,C
Sombreffe,House,285000€,5,338,504,,,,1,,1,504,,,To restore,,G
Hastiere,House,99000€,2,60,42,,,1,1,30,1,42,3,,Good,,G
Anseremme,House,189000€,3,142,140,,,,1,35,,,3,,Good,,C
Couillet,House,90000€,2,84,165,0,,,,,1,50,3,,To renovate,,Not specified
Knokke-zoute,Villa,5875000€,7,290,988,,,,1,,,,,,Just renovated,1989,B
Stambruges,House,170000€,5,210,1672,0,0,,1,260,,,3,0,To renovate,,G
Huy,House,198000€,,141,402,,0,,,,,,3,0,,,C
Wavre-bierges,House,590000€,5,185,855,0,0,1,1,,,,4,0,Good,1990,D
Gistel,House,189000€,3,125,228,,,,,,1,95,3,,Good,1966,F
Marchin,Town-house,199000€,2,100,7400,,0,,,,,,3,0,,1850,G
Berlaar,Mixed-use-building,625000€,4,,,,,,,,,,,,,1964,F
Kraainem,House,1590000€,5,454,1791,0,0,,1,24,1,1000,4,0,As new,1987,B
Bellecourt,House,259000€,2,120,391,0,0,,1,,,,3,0,Just renovated,2019,B
Boussu,House,99000€,2,110,150,0,,,1,6,1,70,2,,To be done up,,E
Edegem,Mixed-use-building,329000€,1,195,205,1,0,,,,,,2,0,Good,,F
Lessines,Villa,298000€,2,145,4500,,,,1,,,,4,,Good,,F
Uccle,House,1450000€,5,400,600,0,,1,1,50,1,450,3,,Good,1926,F
Chastre,House,500000€,3,117,13,0,,,1,38,,,4,,,,C
Sint-katelijne-waver,House,335000€,3,117,255,0,,,1,,,,2,,Good,1965,F
Grivegnee,House,239000€,5,154,228,0,,,1,4,1,147,3,,To be done up,,E
Buggenhout,House,395000€,3,194,625,1,,1,1,20,1,350,4,,Good,1979,C
Etterbeek,House,2490000€,4,353,693,0,,,1,20,1,500,2,,Good,2022,C
Meise-wolvertem,House,580000€,4,206,254,1,0,,1,,,,3,0,Good,2023,A
Brugge,House,358000€,1,155,73,,,,,,,,4,,Good,1900,Not specified
Liege,Mixed-use-building,625000€,3,450,185,0,,,1,26,,,2,,As new,,B
Ciney,House,270000€,3,160,93,,,,1,16,,,,,Good,,C
Bruxelles,House,1250000€,4,375,135,1,,1,1,15,1,25,2,,Good,1896,E
Marbais,House,199000€,3,122,251,0,,,,,,,3,,Good,,G
Westerlo,House,525000€,4,306,2045,,,,,,,,4,,,1988,C
Uccle,House,910000€,5,230,450,1,,,1,1,1,300,3,,To renovate,1937,G
Saint-gilles,House,479000€,4,170,39,,,,,,,,2,,As new,,C
Meerhout,House,301000€,3,132,162,1,,,1,15,,,2,,,2022,Not specified
Herentals,House,115000€,2,95,400,,,,,,,,4,,To renovate,1952,F
Binche-ressaix,House,165000€,5,138,240,0,0,,1,,,,3,0,Good,1918,E
Kapellen,House,449000€,3,230,423,0,0,,1,27,,,2,0,As new,2006,C
Seraing,House,129000€,3,96,120,0,0,,1,30,1,67,2,0,To be done up,,F
Ukkel,House,400000€,3,121,146,,,,,,,,2,,,1919,Not specified
Schaerbeek,House,690000€,5,290,180,0,,,,,1,82,2,,To renovate,1930,Not specified
Seraing-ougree,House,179000€,2,161,192,1,0,,1,9,1,80,2,0,Good,1918,D
Esneux,House,170000€,2,81,90,1,1,,,,,,2,1,As new,,C
Mouscron,House,229000€,3,114,432,1,0,,1,,1,360,2,0,Just renovated,1930,C
Halen,House,279000€,3,143,1452,,,,,,1,1000,4,,To renovate,1954,F
Forchies-la-marche,Apartment-block,129000€,3,189,250,0,0,,1,10,1,215,2,0,To renovate,1900,D
Anseroeul,House,299000€,3,134,878,1,,,,,,,,,Good,1969,C
Uccle,House,1850000€,3,388,265,,0,,1,37,,,2,0,As new,1931,C
Zemst,House,490000€,4,227,1000,0,0,,1,,,,4,0,To renovate,,F
Woluwe-saint-pierre,House,995000€,5,339,430,0,,,1,,,,2,,As new,1920,E
Woluwe-saint-lambert,House,695000€,7,301,180,1,0,,1,,1,70,2,0,Good,1933,G
Wontergem,House,699000€,4,251,2673,1,,,,,,,4,,Good,1968,D
Gembloux,House,369000€,2,137,136,,,,,,,,,,Good,,D
Stabroek,House,475000€,4,186,792,1,,,1,,1,792,,,Good,1978,D
Forchies-la-marche,House,369999€,2,232,312,0,0,,1,50,1,312,4,0,As new,2015,C
Ceroux,House,835000€,6,320,4336,0,0,,1,35,1,3500,4,0,Good,1994,B
Dilbeek,Villa,565000€,4,256,1569,1,,,1,,,,4,,To renovate,1957,F
Forest,House,585000€,3,155,50,,0,,1,18,1,50,2,0,As new,2011,C
Brecht,House,477000€,4,197,326,,,,,,1,254,,,Good,,Not specified
Evere,Apartment-block,795000€,6,422,900,1,,,,,,,2,,Good,1970,D
Marchin,House,329500€,3,136,415,1,,,1,29,1,250,3,,,2024,A
Paturages,House,145000€,2,171,150,,0,,1,,1,79,2,0,To be done up,,D
Sint-pieters-leeuw,House,549000€,5,275,370,0,0,,1,55,1,200,2,0,As new,2010,B
Etterbeek,House,2490000€,4,353,693,0,,,1,20,1,500,2,,Good,2022,C
Oudenaarde,House,299000€,4,182,750,,,,1,,,,2,,Good,1940,F
Belgrade,House,372000€,3,183,716,0,,,1,,,,3,,,,B
Hamme,Villa,735000€,4,243,657,,,,1,,,,4,,As new,2016,A
Lievegem,House,795000€,5,381,1979,,,,1,,,,2,,Good,1972,C
Boortmeerbeek,House,999000€,5,361,1743,0,0,,1,,1,1500,4,0,As new,1904,B
Villers-la-ville,House,375000€,3,180,600,,,,1,1,1,1,2,,As new,2022,B
Huy,Mixed-use-building,265000€,4,222,89,0,,,,,,,,,Good,1955,D
Gistel,House,298000€,4,195,136,,,,,,1,21,2,,As new,1930,D
Frasnes-lez-buissenal,House,329000€,2,132,1072,0,,,,,,,3,,,,A
Kontich,House,685000€,3,200,300,,,,,,1,1,3,,As new,1999,B
Chievres,House,350000€,6,300,625,,,,1,178,1,436,3,,Good,1960,D
Lint,House,314800€,4,167,326,,,,1,28,1,200,3,,Good,1941,F
Beringen,House,279000€,4,194,450,0,0,,1,,,,3,0,Good,1930,E
Diepenbeek,House,369000€,3,170,211,1,,,1,,,,2,,,2022,A
Lint,House,350000€,5,222,953,1,,,1,,1,130,4,,To renovate,1920,F
Soignies,House,419000€,5,187,250,0,,,1,28,1,174,2,,As new,2024,A
Wuustwezel,Villa,589000€,3,324,811,0,,,1,10,1,1,4,,Good,1950,B
Huy,Apartment-block,175000€,3,154,461,0,,,1,,,,,,Good,,D
Aalst,House,379000€,4,215,537,0,,,1,45,1,300,3,,Good,1981,B
Beersel,House,780000€,3,305,3752,0,,1,1,30,1,2000,4,,,,Not specified
Ronse,Mansion,379000€,4,281,710,0,0,,1,45,1,517,2,0,As new,1925,C
Hoboken,House,399000€,4,265,188,1,,,,,1,74,,,As new,1951,C
Chaudfontaine-embourg,House,209000€,3,193,200,1,0,,1,,1,127,4,0,To renovate,1900,G
Trazegnies,House,75000€,2,,1040,,,,,,,,,,To renovate,,F
Wilrijk,House,575000€,3,314,,1,,,1,57,1,132,3,,Good,1985,C
Tessenderlo,Bungalow,399000€,4,246,860,,0,,1,,1,586,4,0,Just renovated,,B
Tielt-winge,House,569000€,5,638,1687,,,,1,,,,4,,,1981,C
Lustin,Exceptional-property,650000€,4,480,18893,0,,,,,,,4,,To renovate,1850,D
Knokke-heist,Villa,735000€,3,168,554,,,,,,,,,,Good,1990,B
Antwerpen,Villa,2180000€,6,620,1400,,,,1,,,,4,,As new,1976,B
Zottegem,House,399000€,3,269,3098,,,,1,,,,4,,Good,,C
Overijse,Bungalow,515000€,3,191,656,1,0,,1,12,1,350,4,0,Good,1969,B
Nivelles,House,1350000€,4,509,2163,0,0,,1,,1,2163,3,0,As new,1793,D
Erembodegem,House,309000€,3,123,,1,,,1,7,,,3,,Good,2009,B
Uccle,Villa,1600000€,4,325,980,0,0,,1,75,1,700,3,0,Good,1926,G
Durbuy,House,199000€,5,180,610,0,0,,1,18,1,390,3,0,To be done up,1850,G
Houthalen-helchteren,House,639000€,5,312,1021,,,,1,,1,650,3,,As new,2022,A
Lubbeek,Manor-house,860000€,5,445,8376,,,,1,,1,8376,4,,To be done up,1968,E
Kortenberg,House,890000€,5,280,799,0,0,,,,,,4,0,Just renovated,1958,A
La-louviere-houdeng-aimeries,House,125000€,3,112,157,,,,1,54,,,3,,To be done up,,E
Nieuwerkerken,House,275000€,2,134,768,0,0,,,,,,2,0,,1952,C
Molenbeek-saint-jean,Town-house,380000€,6,,,,0,,1,,,,2,0,Good,,D
Trooz,Villa,398000€,4,162,1702,1,0,1,1,,1,1127,4,0,Good,1991,F
Stabroek,House,479000€,3,244,390,0,0,,1,,,,3,0,,2009,B
Brugge,House,344000€,3,175,123,,,,,,,,,,Good,,E
Gent,House,285000€,3,200,125,,,,,,,,2,,Good,1880,F
Vilvoorde,House,399000€,3,143,214,1,,,,,,,,,Good,1958,D
Seraing-boncelles,House,185000€,2,160,855,0,0,,,,1,703,3,0,To renovate,,F
Maurage,House,200000€,4,188,60,0,0,,,,,,2,0,,,E
Rhode-st-genese,House,1590000€,6,360,3800,0,0,1,,,,,4,0,Good,1992,C
Aartrijke,House,240000€,3,260,652,,,,,,,,4,,Good,1938,E
Antwerpen,House,345000€,3,150,150,1,,1,1,15,1,75,2,,As new,,B
Brugge,House,309000€,3,104,72,,,,,,,,4,,As new,,C
Herk-de-stad,House,399000€,3,131,420,,,,1,30,1,220,3,,As new,2020,A
Chatelet,House,229000€,3,123,141,1,,,1,8,1,85,2,,Just renovated,1939,C
Uccle,House,990000€,,280,220,,0,,,,,,2,0,To be done up,1910,G
Awans,House,849000€,4,522,1795,0,0,1,1,40,1,665,4,0,As new,1993,C
Gent,House,540000€,4,152,175,,,,1,23,,,,,Good,2021,Not specified
Sint-truiden,House,299000€,3,161,156,1,,,,,,,3,,Just renovated,1959,C
Seraing,House,209900€,3,150,150,1,0,,,,1,30,3,0,Just renovated,1874,D
Ninove,Mixed-use-building,565000€,5,418,1726,,,,,,,,4,,To renovate,1956,F
Gages,Mixed-use-building,750000€,9,,1089,1,,,1,,,,3,,Good,,G
Somme-leuze,House,339000€,3,,1402,,,,1,1,1,1,4,,As new,2024,A
Dour,Mixed-use-building,350000€,5,1000,1950,0,,,,,1,1200,4,,To be done up,,E
Tienen,House,175000€,2,132,128,,,,,,1,40,2,,Good,,D
Bredene,House,357000€,4,,324,,,,,,1,101,3,,As new,1998,B
Knokke-heist,House,2195000€,4,233,883,0,1,,1,50,1,700,4,1,As new,1990,B
Bilzen,House,499000€,5,380,7721,,,,,,,,4,,Good,1934,D
Uccle,Villa,2595000€,8,549,3237,0,0,,1,75,1,3200,4,0,To renovate,1968,G
Genk,Villa,1249000€,7,557,2804,,,,,,,,4,,As new,2015,A
Gent,House,289500€,3,100,44,,,,,,,,2,,Good,1932,D
Quaregnon,House,62500€,2,113,137,,,,1,,,,2,,To renovate,,F
Harelbeke,Villa,445000€,4,228,653,0,,,1,,,,4,,As new,1988,D
La-louviere,Mixed-use-building,149000€,2,143,88,0,,,1,,,,2,,Good,1934,C
Aalst,House,149000€,3,164,123,,,,,,,,,,Good,,F
Oedelem,House,328000€,2,,499,,,,,,,,,,,,E
Nandrin,House,500000€,3,195,470,,0,,1,180,1,190,3,0,,,C
Rochefort,House,199000€,3,130,380,,0,,1,67,,,3,0,,1918,F
Huy,House,60000€,3,125,78,0,0,,1,8,,,2,0,,,E
Liedekerke,House,385000€,4,181,193,,,,1,30,,,3,,Good,1971,D
Namur,House,499000€,5,212,213,0,1,,1,,,,2,1,As new,,C
Duffel,Villa,1625000€,5,890,12316,1,,,1,,,,4,,Good,2009,B
Dottenijs,Villa,1175000€,4,450,2939,1,,,1,,,,4,,Good,1977,B
Bornem,House,329000€,4,153,185,0,,,1,,,,2,,,1936,C
Bassenge,House,650000€,3,246,1020,0,1,,1,36,1,771,3,1,As new,,B
Bavikhove,House,525000€,3,400,806,,,,1,35,,,,,To be done up,1988,C
Chaumont-gistoux,Bungalow,325000€,3,125,977,0,0,,1,15,1,827,4,0,To renovate,1970,G
Zaventem,House,349000€,4,147,179,0,0,,1,20,1,120,2,0,Just renovated,1952,C
Tournai,House,180000€,3,120,180,1,,,,,,,2,,To be done up,,D
Gent,House,340000€,3,89,,,,,,,,,3,,,,B
Halle,Apartment-block,410000€,5,256,127,1,0,,1,,,,3,0,To be done up,1960,F
Hamme,House,349000€,3,184,467,,,,1,,,,3,,Good,1936,E
Westerlo,Country-cottage,599000€,4,447,1530,,,,,,,,4,,As new,1992,C
Deinze,House,410400€,3,123,234,0,0,,1,,,,3,0,Good,2024,Not specified
Noorderwijk,House,385000€,3,183,,1,,,1,20,,,3,,,2024,Not specified
Anderlues,House,280000€,3,149,199,1,,,1,,,,3,,,2023,B
Eghezee-noville-sur-mehaigne,House,1950000€,10,1000,13167,1,0,,1,50,1,11000,4,0,As new,1850,C
Lubbeek,Villa,860000€,5,445,8376,,,,1,,1,8376,4,,To be done up,1968,E
Borgloon,House,109000€,2,100,797,0,,,,,,,4,,To renovate,1918,F
Lier,Mansion,649000€,3,335,373,0,0,,1,,1,120,2,0,To be done up,1850,D
Hamois,Exceptional-property,390000€,3,,2800,0,,,1,1,1,2800,4,,Good,1790,D
Arlon,House,799000€,7,344,3451,1,0,,1,77,,,4,0,Good,1964,D
Ciney,Villa,575000€,5,245,1157,0,0,,1,110,,,4,0,As new,2013,A
Boussu,Mixed-use-building,165000€,9,382,500,0,0,,1,35,1,275,3,0,To renovate,1960,F
Neufchateau,House,130000€,2,110,104,,0,,,,,,2,0,,1942,E
Pont-a-celles-liberchies,House,299900€,2,120,1000,1,0,,1,20,1,850,4,0,As new,1996,E
Bornem,House,289000€,2,118,102,1,,,1,15,,,2,,Good,,C
Kortrijk,House,229000€,3,154,244,,,,,,1,156,2,,As new,1937,C
Antwerpen,Apartment-block,950000€,8,442,290,,,,,,1,39,2,,Good,1964,D
Liege,House,215000€,4,144,184,0,,,1,34,1,97,2,,Good,,D
Estaimpuis,Villa,379000€,5,187,954,1,0,,1,,1,550,4,0,To be done up,,C
Heule,House,490000€,5,224,212,,,,,,,,,,Good,2012,B
Tessenderlo,House,289000€,3,186,189,0,0,,1,,1,60,2,0,Good,2001,B
Beringen,House,386324€,3,166,479,,0,,1,,,,3,0,Good,2024,Not specified
Rumst,House,440000€,3,155,174,0,1,,1,,,,2,1,Good,1975,B
Ronse,House,210000€,2,147,377,1,,,,,,,2,,Good,1918,D
Rijkevorsel,House,575000€,4,244,1800,,,,,,1,936,4,,As new,1994,E
Zwevegem,House,595000€,3,278,1554,,,,,,,,4,,As new,1986,B
Woluwe-saint-pierre,House,695000€,4,180,270,0,0,,,,1,170,2,0,To renovate,1934,G
Vichte,Mansion,650000€,3,275,1947,1,,,,,,,,,As new,1946,C
Elsene,House,1375000€,6,215,,,0,,1,24,1,36,2,0,Good,2025,Not specified
Mechelen,House,395000€,4,119,68,1,0,,,,1,24,2,0,Good,,B
Woluwe-saint-lambert,House,820000€,5,259,310,,0,,1,50,1,130,3,0,As new,,Not specified
Antwerpen,Mixed-use-building,245000€,1,77,79,0,,,,,,,2,,Good,,C
Heusden-zolder,House,445000€,3,170,365,0,,,1,23,,,3,,Good,2019,A
Houthulst,Exceptional-property,775000€,3,375,,0,1,1,1,85,,,2,1,As new,2013,B
Sint-truiden,Mansion,269000€,5,302,211,,,,,,,,,,To renovate,1932,F
Woluwe-saint-lambert,House,990000€,4,251,,0,0,,1,16,,,2,0,Good,2022,B
Brecht,House,478000€,4,197,329,,,,,,1,230,,,Good,2023,Not specified
Geraardsbergen,House,795000€,5,438,1531,0,,,1,,,,4,,Good,,B
Schaerbeek,Apartment-block,699000€,4,396,140,1,0,,1,2,,,2,0,Good,1940,E
Kuurne,House,295000€,4,144,558,,,,,,1,45,3,,Good,1955,F
Grace-hollogne,House,428000€,4,250,779,,0,,1,,,,4,0,,2016,B
Geel,Farmhouse,275000€,4,208,6726,,,,,,,,4,,,,F
Watermael-boitsfort,House,550000€,3,129,126,0,0,,,,1,62,2,0,To renovate,1908,G
Aartselaar,House,460000€,3,185,315,,,,1,20,1,230,3,,As new,,Not specified
Gembloux,House,350000€,3,220,1421,,,,,,1,1421,,,To restore,,F
Mechelen,Mansion,888000€,6,486,294,0,0,,1,,,,2,0,Good,,C
Wilrijk,House,3980000€,6,,1000,0,,1,1,15,1,1000,4,,As new,,Not specified
Bruxelles-2,Apartment-block,729000€,3,253,470,0,0,,1,185,,,2,0,,,Not specified
Russeignies,House,345000€,4,220,2300,,,,,,1,1100,4,,Good,,G
Ganshoren,Apartment-block,775000€,6,360,,,,,1,,,,2,,To renovate,,G
Puurs-sint-amands,Villa,388000€,4,226,1096,1,,,,,,,4,,To renovate,1951,F
Antwerpen,House,425000€,3,219,159,1,,1,1,10,1,60,2,,To be done up,1948,C
Cornimont,House,375000€,5,170,6446,1,,,1,,,,4,,,1975,E
La-panne,House,220000€,3,79,186,1,0,,,,,,4,0,Good,1980,F
Neupre,House,219000€,3,167,601,1,0,,1,20,1,500,3,0,Good,1964,E
Libramont,House,210000€,6,144,101,0,,,,,,,3,,Good,1930,D
Avelgem,House,295000€,3,205,420,,,,,,,,,,Good,,B
Jupille-sur-meuse,House,195000€,3,217,100,0,,,,,1,100,2,,To renovate,1976,C
Mechelen,House,635000€,5,180,729,1,,,,,,,4,,Good,1918,C
Gingelom,House,425000€,4,271,998,1,,,,,,,4,,,1983,B
Deinze,House,423400€,3,132,227,0,0,,1,,,,3,0,Good,2024,Not specified
Chatelet,House,35000€,1,49,29,,,,,,,,2,,Good,,G
Meise,Villa,649000€,4,230,750,0,,1,1,25,1,400,4,,Good,1981,B
Eksel,Mixed-use-building,497000€,4,299,2015,1,,,1,,,,4,,Good,1975,C
Lede,House,649000€,4,220,891,0,,,1,30,1,790,3,,As new,2010,A
Verviers,Mansion,290000€,4,214,180,0,,,1,16,1,80,2,,Just renovated,1910,D
Edegem,Apartment-block,1665000€,9,450,,0,,,1,,,,2,,Just renovated,,A
Berchem-2600,House,949000€,7,418,174,1,,,,,,,,,,1910,F
Gent,House,598000€,3,150,76,1,,,,,1,35,2,,Just renovated,1899,A
Quevy,House,950000€,5,868,20000,0,,,1,,1,2000,4,,Good,1820,D
Scherpenheuvel-zichem,House,799000€,3,261,25380,0,0,,1,,,,4,0,Good,1937,C
Ixelles,Apartment-block,725000€,5,250,95,1,0,,,,,,2,0,To renovate,1903,D
Seneffe-arquennes,House,245000€,2,120,421,1,0,,1,,1,421,4,0,Good,1800,G
Anderlecht,House,260000€,5,125,51,0,0,,1,7,,,2,0,To renovate,,G
Dendermonde,House,445000€,3,175,512,0,0,,1,,,,4,0,As new,1993,D
Watermael-boitsfort,House,725000€,5,269,,1,0,,1,,,,2,0,To be done up,1997,D
Knokke-heist,House,695000€,5,224,,,,,1,,,,2,,As new,1993,B
Oudergem,House,550000€,4,167,123,0,0,,,,1,50,2,0,Good,1934,G
Carnieres,House,495000€,3,212,593,0,,,1,,,,4,,,2019,B
Liege,House,145000€,2,90,,0,1,,,,,,,1,To be done up,,E
Oudenaarde,House,625000€,4,293,2038,,,,1,,,,4,,Good,1975,B
Rixensart,Villa,545000€,3,220,574,0,,,1,30,1,300,4,,Good,1900,D
Evergem,House,395000€,4,211,605,1,,,,,1,495,,,Good,1959,D
Melle,House,519000€,3,186,621,,,,1,20,1,621,,,Good,1990,C
Deerlijk,House,372500€,3,130,315,1,,,,,,,,,Good,2024,A
Forest,Villa,5950000€,7,800,4895,0,0,,1,200,,,4,0,Good,1968,E
Kraainem,Villa,1545000€,5,260,1370,0,0,,1,60,1,900,4,0,As new,1965,E
Seneffe-arquennes,House,220000€,3,108,68,,,,1,,,,3,,Just renovated,,D
Gent,House,900000€,7,644,998,,,,1,61,,,4,,Good,1965,F
Mechelen,House,310000€,4,153,125,0,0,,1,,1,61,2,0,Good,,C
Namur,House,925000€,8,460,2892,1,,,1,30,1,800,4,,Good,1920,E
Pepingen,Villa,595000€,5,2600,2600,1,,,,,,,4,,Just renovated,1966,D
Zwevegem,House,269500€,4,142,274,1,,,1,27,1,195,2,,Just renovated,1950,C
Jemeppe-sur-sambre,House,180000€,1,100,141,1,,,1,11,,,3,,Good,,E
Brecht,Villa,674000€,4,202,1225,1,0,,1,,,,4,0,As new,1981,D
Uccle,House,2250000€,5,473,420,1,0,1,1,,,,2,0,Good,1929,E
Bassenge,House,185000€,2,63,361,1,0,,,,1,225,2,0,As new,,E
Heron,House,545000€,4,420,17064,0,,,,,,,3,,Good,1874,F
Brasschaat,Villa,1775000€,4,450,1960,,0,,1,,,,4,0,Good,1951,D
Lubbeek,House,645000€,4,210,587,,,,1,,,,3,,Good,2024,A
Ivoz-ramet,House,285000€,2,107,1148,0,,,1,37,1,780,,,Good,1959,G
Gent,Mansion,1195000€,6,415,182,0,0,,,,1,57,2,0,To be done up,1792,C
Antwerpen,House,915000€,3,250,,1,,1,1,30,,,1,,,2009,Not specified
